,Knowledge representation and reasoning_CAI_01,Automated planning and scheduling_CAI_02,Machine learning_CAI_03,Natural language processing_CAI_04,Machine perception_CAI_05,Computer vision_CAI_06,Speech recognition_CAI_07,Robotics_CAI_08,Affective computing_CAI_09,Deep learning_CAI_10,Information retrieval_CAI_11,Computer science_CAI_12,Data mining_CAI_14,Commonsense knowledge_CAI_15,Intelligent agent_CAI_16,Master_Similarity
913,0.41,0.46,0.82,0.29,0.26,0.35,0.41,0.10,0.44,0.59,0.32,0.71,0.64,0.36,1.00,0.92
308,0.62,0.45,1.00,0.89,0.65,0.46,0.57,0.31,0.70,0.70,0.41,0.10,0.54,0.62,0.53,0.92
914,0.60,0.51,0.61,0.43,0.84,0.61,0.10,0.85,0.68,0.73,0.24,0.46,0.25,0.29,1.00,0.92
3192,0.19,0.42,0.99,0.35,0.47,0.34,0.10,0.35,0.48,0.28,0.24,0.37,1.00,0.36,0.58,0.92
2667,0.32,0.32,1.00,0.57,0.61,0.47,0.51,0.10,0.82,0.44,0.36,0.52,0.98,0.57,0.52,0.92
113,0.76,0.84,0.71,0.33,0.75,0.46,0.16,0.77,0.60,0.55,0.10,0.30,0.13,0.29,1.00,0.92
2078,0.35,0.27,0.94,0.51,0.41,0.22,0.21,0.10,0.53,0.40,0.61,0.45,0.95,0.41,1.00,0.92
3144,0.58,0.53,0.66,0.39,1.00,0.53,0.93,0.78,0.79,0.50,0.65,0.10,0.35,0.47,0.89,0.92
1402,0.21,0.25,1.00,0.27,0.39,0.23,0.12,0.10,0.48,0.34,0.21,0.17,0.77,0.18,0.46,0.92
784,0.67,0.96,0.68,0.10,0.49,1.00,0.56,0.32,0.51,0.32,0.92,0.52,0.86,0.25,0.96,0.92
1130,0.23,0.85,0.82,0.55,0.62,0.29,0.70,0.56,0.76,0.20,0.85,0.10,1.00,0.29,0.77,0.92
2423,0.68,0.80,0.58,0.21,0.27,0.19,0.61,0.51,0.67,0.10,0.58,0.16,0.69,0.32,1.00,0.92
773,0.63,0.66,0.59,0.51,0.43,0.59,0.31,0.82,0.74,0.62,0.32,1.00,0.71,0.10,0.68,0.92
3165,0.23,0.10,1.00,0.45,0.39,0.38,0.45,0.22,0.68,0.26,0.38,0.53,0.92,0.21,0.62,0.92
1584,0.68,0.81,0.71,0.13,0.41,0.33,0.48,0.18,0.44,0.32,0.69,0.10,0.77,0.55,1.00,0.92
1585,0.77,0.94,0.88,0.17,0.60,0.29,0.38,0.10,0.84,0.16,0.81,0.26,0.90,0.63,1.00,0.92
2066,0.60,0.76,0.62,0.27,0.86,0.78,0.33,0.57,0.52,1.00,0.41,0.55,0.60,0.10,0.56,0.92
1132,0.78,0.87,0.72,0.33,0.56,0.14,0.10,0.66,0.73,0.24,0.27,0.30,0.31,0.51,1.00,0.92
919,0.65,0.63,0.73,0.43,0.83,1.00,0.48,0.51,0.69,0.96,0.56,0.83,0.55,0.10,0.57,0.92
319,0.64,0.93,0.93,0.10,0.43,0.17,0.53,0.14,0.94,0.13,0.62,0.20,0.79,0.63,1.00,0.92
2391,0.66,0.67,0.79,0.65,0.48,0.58,1.00,0.10,0.87,0.40,0.50,0.55,0.80,0.58,0.79,0.92
1924,0.34,0.51,0.98,0.19,1.00,0.94,0.41,0.65,0.78,0.63,0.37,0.10,0.35,0.41,0.56,0.92
1394,0.56,0.41,0.78,0.47,0.42,0.35,0.35,0.10,0.61,0.19,0.66,0.28,1.00,0.44,0.55,0.92
1399,0.75,1.00,0.76,0.28,0.60,0.68,0.95,0.82,0.46,0.26,0.72,0.21,0.80,0.10,0.81,0.92
779,0.36,0.62,0.61,0.33,0.49,0.41,0.66,0.37,1.00,0.43,0.68,0.10,0.46,0.46,0.49,0.92
640,0.59,1.00,0.63,0.31,0.33,0.22,0.50,0.66,0.62,0.10,0.68,0.28,0.78,0.20,0.91,0.92
415,0.37,0.28,1.00,0.20,0.50,0.29,0.10,0.12,0.28,0.34,0.11,0.17,0.34,0.14,0.34,0.92
2201,0.41,0.16,0.88,0.44,0.34,0.63,0.70,0.10,0.71,0.18,0.59,0.33,1.00,0.18,0.81,0.92
1365,0.76,0.48,0.49,0.21,0.65,0.70,0.59,0.71,0.89,0.63,0.57,0.10,0.29,0.48,1.00,0.92
710,0.70,0.58,0.91,0.61,0.53,0.51,0.10,0.47,0.66,0.76,0.29,1.00,0.55,0.39,0.78,0.92
1006,0.61,1.00,0.54,0.41,0.91,0.77,0.56,0.87,0.55,0.66,0.88,0.57,0.54,0.10,0.91,0.92
961,0.78,0.90,0.54,0.15,0.38,0.28,0.10,0.56,0.44,0.43,0.27,0.38,0.35,0.17,1.00,0.92
2617,0.42,0.28,0.95,0.56,0.90,0.66,0.52,0.56,1.00,0.86,0.10,0.29,0.44,0.32,0.53,0.92
2995,0.81,0.29,1.00,0.74,0.28,0.20,0.45,0.34,0.70,0.71,0.26,0.13,0.32,0.10,0.58,0.92
2994,0.64,0.64,0.52,0.50,0.57,0.48,0.10,0.64,0.61,0.42,0.24,0.17,0.23,0.45,1.00,0.92
57,0.38,0.63,0.86,0.46,0.99,1.00,0.31,1.00,0.64,0.83,0.30,0.48,0.65,0.10,0.63,0.92
1000,0.46,0.29,0.91,0.21,0.35,0.30,0.18,0.10,0.57,0.35,0.49,0.49,1.00,0.31,0.56,0.92
1749,0.74,0.64,0.85,0.33,0.46,0.58,1.00,0.63,0.76,0.18,0.67,0.10,0.73,0.30,0.43,0.92
1064,0.59,0.67,0.78,0.24,0.16,0.41,0.23,0.22,0.60,0.11,0.57,0.10,0.96,0.38,1.00,0.92
277,0.67,0.58,0.67,0.30,1.00,0.96,0.42,0.76,0.83,0.34,0.46,0.28,0.10,0.25,0.75,0.92
2646,0.71,0.58,0.85,0.34,0.87,0.73,0.60,0.63,0.76,1.00,0.15,0.36,0.10,0.34,0.78,0.92
862,0.95,0.84,0.83,0.32,0.52,0.42,0.42,0.55,0.77,0.10,0.68,0.81,1.00,0.27,0.49,0.92
1449,0.44,0.29,1.00,0.39,0.67,0.52,0.13,0.23,0.78,0.89,0.10,0.38,0.28,0.29,0.66,0.92
2375,0.69,0.73,0.48,0.22,0.31,0.38,0.22,0.43,0.57,0.10,0.53,0.34,0.46,0.38,1.00,0.92
1074,0.87,0.77,0.60,0.23,0.89,0.95,0.42,0.96,1.00,0.86,0.59,0.10,0.32,0.28,0.80,0.92
637,1.00,0.49,0.61,0.30,0.45,0.70,0.76,0.60,0.71,0.38,0.78,0.72,0.40,0.10,0.70,0.92
2572,0.85,0.62,0.80,0.36,0.33,0.52,0.52,0.51,0.61,0.20,0.70,1.00,0.82,0.10,0.61,0.92
103,0.52,0.45,0.87,0.69,0.37,0.53,0.61,0.10,0.70,0.27,0.65,0.54,1.00,0.41,0.67,0.92
2551,0.54,0.41,0.90,0.45,0.58,0.45,0.27,0.28,0.54,1.00,0.10,0.33,0.32,0.31,0.67,0.92
3000,0.48,0.46,0.78,0.28,0.42,0.45,0.26,0.10,0.44,0.30,0.60,0.40,1.00,0.37,0.52,0.92
366,0.52,0.92,0.64,0.41,0.65,0.49,0.55,0.68,0.69,0.42,1.00,0.20,0.74,0.10,0.52,0.92
52,0.61,0.40,0.59,0.41,0.34,0.14,0.19,0.10,0.41,0.47,0.29,0.36,0.30,0.33,1.00,0.92
2562,0.37,0.17,1.00,0.32,0.42,0.46,0.18,0.10,0.58,0.17,0.19,0.48,1.00,0.29,0.76,0.92
2968,0.49,0.43,0.66,0.33,1.00,0.56,0.92,0.82,0.71,0.43,0.66,0.10,0.51,0.32,0.76,0.92
980,0.47,0.28,0.80,0.34,0.52,0.26,0.14,0.23,0.54,0.51,0.10,0.13,0.31,0.50,1.00,0.92
1808,0.67,0.73,1.00,0.72,0.56,0.43,0.15,0.36,0.78,0.58,0.10,0.77,0.39,0.65,0.99,0.92
67,0.51,0.56,0.70,0.47,0.54,0.38,0.10,1.00,0.63,0.12,0.48,0.25,0.78,0.29,0.69,0.92
62,0.81,0.77,1.00,0.54,0.73,0.27,0.97,0.50,0.88,0.57,0.66,0.10,0.31,0.79,0.87,0.92
840,0.77,0.44,0.71,0.35,0.24,0.31,0.23,0.10,0.43,0.36,0.61,0.34,1.00,0.24,0.75,0.92
1777,0.70,0.95,0.91,0.16,0.40,0.38,0.30,0.48,0.52,0.50,0.63,0.61,1.00,0.10,0.38,0.92
1751,0.68,0.66,0.67,0.43,0.33,0.38,0.74,0.10,0.65,0.32,0.70,0.43,1.00,0.47,0.84,0.92
2346,1.00,0.56,0.73,0.32,0.42,0.41,0.37,0.21,0.57,0.10,0.73,0.64,0.52,0.25,0.54,0.92
3021,0.51,0.47,0.98,0.27,0.50,0.13,0.32,0.13,1.00,0.10,0.56,0.33,0.97,0.30,0.46,0.92
566,0.57,0.51,0.70,0.39,0.35,0.38,0.28,0.10,0.53,0.26,0.69,0.26,1.00,0.46,0.66,0.92
554,0.58,0.38,0.99,0.10,0.73,0.58,0.66,0.28,1.00,0.77,0.86,0.31,0.81,0.37,0.40,0.92
2344,0.86,1.00,0.97,0.13,0.46,0.41,0.11,0.77,0.60,0.12,0.72,0.49,0.88,0.10,0.53,0.92
1970,0.36,0.14,1.00,0.36,0.63,0.56,0.30,0.64,0.64,0.64,0.41,0.56,0.82,0.10,0.29,0.92
404,0.75,0.73,0.85,0.24,0.95,0.86,0.97,0.64,0.94,0.70,0.73,1.00,0.52,0.10,0.63,0.92
358,0.30,0.53,1.00,0.32,0.58,0.60,0.45,0.10,0.80,0.42,0.31,0.47,0.88,0.49,0.32,0.92
1434,0.95,0.84,1.00,0.10,0.24,0.26,0.48,0.26,0.73,0.34,0.81,0.67,0.87,0.28,0.62,0.92
1075,0.81,0.84,0.90,0.75,0.48,0.17,0.77,0.30,0.79,0.28,0.76,0.10,0.93,0.71,1.00,0.92
987,0.40,0.36,1.00,0.14,0.43,0.36,0.35,0.18,0.39,0.73,0.25,0.31,0.44,0.10,0.28,0.92
864,0.43,1.00,0.71,0.25,0.49,0.24,0.10,0.61,0.55,0.28,0.53,0.28,0.75,0.35,0.67,0.92
2936,0.61,0.61,0.74,0.68,0.64,0.67,0.59,0.10,0.57,0.79,0.66,0.71,0.68,0.56,1.00,0.92
2826,0.75,0.40,0.98,0.58,0.58,0.68,0.73,0.10,0.67,0.60,0.86,0.18,1.00,0.31,0.47,0.92
1453,0.54,0.66,0.55,0.12,0.81,0.51,0.44,1.00,0.48,0.53,0.68,0.14,0.51,0.10,0.83,0.92
1092,0.54,0.83,0.81,0.71,0.61,0.39,0.10,0.42,0.73,0.65,0.15,0.56,0.31,0.52,1.00,0.92
574,0.39,0.83,0.73,0.58,0.70,0.49,0.10,0.58,0.62,0.44,0.10,0.13,0.14,0.27,1.00,0.92
539,0.60,0.71,0.52,0.51,0.51,0.39,0.83,0.38,0.86,0.21,0.54,0.10,0.46,0.50,1.00,0.92
3098,0.45,0.52,0.48,0.27,0.38,0.30,0.64,0.27,0.72,0.10,0.25,0.10,0.43,0.42,1.00,0.92
2599,0.70,0.58,0.52,0.37,0.37,0.54,0.48,0.10,0.54,0.20,0.70,0.27,0.68,0.47,1.00,0.92
2366,0.60,0.30,1.00,0.17,0.23,0.26,0.18,0.14,0.30,0.24,0.34,0.39,0.77,0.10,0.49,0.92
2383,0.99,0.24,1.00,0.19,0.50,0.66,0.68,0.41,0.84,0.10,0.60,0.96,0.86,0.18,0.64,0.92
1674,0.72,0.49,0.80,0.55,0.76,0.90,1.00,0.63,0.88,0.10,0.79,0.66,0.80,0.29,0.55,0.92
1673,0.59,0.39,0.61,0.41,0.32,0.12,0.17,0.10,0.41,0.45,0.30,0.36,0.30,0.31,1.00,0.92
2828,0.53,0.55,0.71,0.52,0.89,0.61,0.41,0.75,0.66,1.00,0.10,0.62,0.29,0.34,0.94,0.92
3126,0.79,0.38,0.72,0.44,0.86,0.40,0.24,0.54,0.99,0.35,0.15,0.33,0.10,0.56,1.00,0.92
2049,0.77,0.90,0.91,0.52,0.43,0.57,0.86,0.41,0.86,0.31,0.76,0.10,0.92,0.94,1.00,0.92
1452,0.93,0.63,0.74,0.75,0.61,0.60,0.85,0.10,0.83,0.49,0.75,0.32,0.85,0.72,1.00,0.92
3316,0.37,0.34,0.86,0.55,0.42,0.37,0.45,0.10,0.68,0.19,0.60,0.36,1.00,0.30,0.46,0.92
3133,0.45,0.34,0.97,0.52,1.00,0.89,0.48,0.38,0.79,0.83,0.25,0.10,0.39,0.45,0.68,0.92
800,0.71,0.65,1.00,0.10,0.51,0.32,0.48,0.34,0.49,0.96,0.17,0.24,0.22,0.25,0.66,0.92
2372,0.48,0.59,0.86,0.33,0.60,0.68,0.77,0.49,0.81,0.67,0.67,0.88,1.00,0.10,0.44,0.92
817,0.65,0.42,0.79,0.47,0.48,0.24,0.14,0.10,0.59,0.52,0.15,0.25,0.27,0.48,1.00,0.92
2810,0.51,0.31,1.00,0.36,0.92,0.74,0.40,0.23,0.83,0.71,0.53,0.10,0.27,0.43,0.53,0.92
2244,0.81,0.67,0.88,0.27,0.76,0.66,0.61,0.60,0.73,1.00,0.66,0.75,0.49,0.10,0.42,0.92
1095,0.39,0.44,0.77,0.20,0.44,0.36,0.50,0.10,0.58,0.33,0.67,0.21,1.00,0.22,0.49,0.92
1854,0.58,0.59,0.56,0.28,0.33,0.16,0.46,0.14,0.68,0.10,0.55,0.49,0.52,0.35,1.00,0.92
2041,0.43,0.22,1.00,0.32,0.32,0.25,0.10,0.10,0.45,0.40,0.35,0.43,0.79,0.27,0.46,0.92
2571,0.84,0.79,0.72,0.52,0.32,0.46,0.23,0.21,0.85,0.10,0.53,0.33,0.96,0.64,1.00,0.92
1927,0.48,0.37,0.75,0.43,0.91,0.58,0.51,0.57,1.00,0.55,0.10,0.28,0.17,0.49,0.72,0.92
320,0.63,0.78,0.78,0.62,0.82,0.59,0.22,0.86,0.75,0.55,0.10,0.63,0.34,0.63,1.00,0.92
791,0.25,0.21,1.00,0.41,0.49,0.41,0.13,0.10,0.51,0.59,0.15,0.23,0.58,0.28,0.45,0.92
1657,0.69,0.44,1.00,0.45,0.59,0.25,0.53,0.10,0.68,0.47,0.76,0.18,0.45,0.59,0.60,0.92
1081,0.72,0.77,0.56,0.40,0.54,0.32,0.19,0.41,0.51,0.38,0.10,0.37,0.25,0.40,1.00,0.92
2043,0.29,0.31,1.00,0.25,0.37,0.26,0.10,0.12,0.49,0.39,0.21,0.38,0.85,0.30,0.44,0.92
100,0.61,0.66,0.54,0.35,0.87,0.61,0.36,0.48,1.00,0.80,0.25,0.34,0.10,0.31,0.87,0.92
806,0.51,0.64,0.85,0.49,1.00,0.66,0.27,0.91,0.66,0.68,0.10,0.22,0.24,0.34,0.77,0.92
1413,0.69,0.70,0.57,0.56,0.57,0.52,0.41,0.76,0.51,0.55,0.10,0.59,0.31,0.44,1.00,0.92
104,0.60,0.86,0.76,0.54,0.98,0.72,0.94,0.91,0.96,1.00,0.83,0.73,0.36,0.10,0.75,0.92
538,0.51,0.66,0.43,0.27,1.00,0.74,0.53,0.21,0.76,0.68,0.54,0.10,0.60,0.28,0.89,0.92
2958,0.29,0.15,1.00,0.20,0.48,0.36,0.18,0.10,0.45,0.46,0.13,0.18,0.57,0.14,0.35,0.92
1637,0.77,0.45,0.89,0.97,0.37,0.29,0.37,0.10,0.69,0.43,0.32,0.53,0.71,0.50,1.00,0.92
82,0.65,0.32,0.55,0.26,0.41,0.29,0.42,0.25,0.92,0.10,0.84,0.22,0.71,0.17,1.00,0.92
2900,0.62,0.50,1.00,0.65,0.71,0.41,0.10,0.30,0.62,0.64,0.21,0.17,0.23,0.59,0.98,0.92
3136,0.42,0.10,0.63,0.51,0.37,0.52,0.50,0.11,0.52,0.26,0.39,0.13,0.87,0.16,1.00,0.92
1582,0.43,0.36,1.00,0.48,0.47,0.37,0.14,0.22,0.61,0.88,0.10,0.56,0.51,0.29,0.52,0.92
1113,0.46,0.59,0.69,0.31,0.76,0.60,0.51,1.00,0.62,0.45,0.16,0.54,0.30,0.10,0.56,0.92
3042,0.80,0.38,0.85,0.68,0.64,0.40,0.58,0.10,0.87,0.31,0.86,0.39,0.72,0.68,1.00,0.92
824,0.51,0.49,0.44,0.45,0.36,0.17,0.57,0.57,0.70,0.20,0.58,0.10,0.54,0.40,1.00,0.92
1724,0.64,0.57,0.65,0.40,0.48,0.40,0.55,0.33,0.71,0.26,0.63,0.10,0.75,0.77,1.00,0.92
2629,0.65,0.47,0.66,0.28,0.37,0.17,0.15,0.10,0.43,0.49,0.11,0.28,0.23,0.25,1.00,0.92
409,0.80,0.88,0.83,0.62,0.56,0.74,1.00,0.10,0.83,0.42,0.66,0.59,0.86,0.61,0.79,0.92
1942,1.00,0.72,0.89,0.62,0.58,0.22,0.10,0.51,0.70,0.35,0.18,0.61,0.21,0.32,0.94,0.92
621,0.87,0.53,0.79,0.91,0.39,0.40,0.67,0.10,0.67,0.32,0.63,0.37,1.00,0.40,0.84,0.92
339,0.53,0.70,0.93,0.50,0.95,0.81,0.38,1.00,0.69,0.87,0.10,0.41,0.26,0.30,0.83,0.92
1718,0.41,0.37,1.00,0.61,0.58,0.47,0.10,0.39,0.55,0.73,0.20,0.80,0.55,0.32,0.58,0.92
29,0.57,0.65,0.73,0.59,0.69,0.72,0.10,1.00,0.57,0.37,0.27,0.61,0.54,0.31,0.63,0.92
2262,0.64,0.54,0.92,0.64,0.56,0.46,0.10,0.53,0.66,0.73,0.18,1.00,0.48,0.29,0.79,0.92
340,0.39,0.33,0.81,0.25,0.34,0.43,0.36,0.10,0.49,0.29,0.44,0.41,1.00,0.28,0.49,0.92
851,0.52,0.92,0.64,0.41,0.65,0.49,0.55,0.68,0.69,0.42,1.00,0.20,0.74,0.10,0.52,0.92
2327,0.77,0.50,1.00,0.21,0.22,0.14,0.12,0.60,0.56,0.21,0.42,0.49,0.76,0.10,0.42,0.92
502,0.89,0.54,0.45,0.41,0.43,0.50,0.70,0.12,0.58,0.32,0.65,0.55,0.55,0.10,1.00,0.92
882,0.66,0.56,0.66,0.55,0.79,0.50,0.37,0.54,0.94,0.38,0.28,0.23,0.10,0.61,1.00,0.92
2623,0.80,0.32,0.90,0.43,0.71,0.57,0.10,0.94,0.66,0.44,0.54,0.86,1.00,0.47,0.71,0.92
253,0.77,0.41,0.96,0.77,0.55,0.33,0.23,0.10,0.69,0.16,1.00,0.51,0.76,0.32,0.97,0.92
988,0.50,0.39,0.72,0.41,0.37,0.39,0.30,0.10,0.55,0.14,0.63,0.29,1.00,0.32,0.55,0.92
131,0.50,0.33,0.92,0.44,0.39,0.35,0.20,0.19,0.67,0.10,0.59,0.27,1.00,0.30,0.47,0.92
688,0.79,0.70,0.63,0.42,0.44,0.41,0.81,0.42,0.77,0.47,1.00,0.59,0.50,0.10,0.73,0.92
2726,0.98,0.74,0.67,0.36,0.28,0.49,0.39,0.23,0.45,0.26,0.70,0.40,1.00,0.10,0.89,0.92
696,0.35,0.27,1.00,0.38,0.28,0.28,0.12,0.10,0.43,0.51,0.42,0.40,0.87,0.19,0.54,0.92
1224,0.45,0.49,0.61,0.28,0.21,0.26,0.59,0.10,0.44,0.27,0.64,0.17,0.51,0.18,1.00,0.92
658,0.79,0.73,0.59,0.41,0.97,1.00,0.82,0.96,0.78,0.90,0.61,0.98,0.61,0.10,0.90,0.92
700,0.61,0.45,1.00,0.62,0.49,0.37,0.10,0.35,0.39,0.86,0.43,0.67,0.79,0.16,0.64,0.92
702,0.55,0.24,0.73,0.47,0.64,0.73,0.82,0.74,1.00,0.72,0.48,0.10,0.65,0.33,0.47,0.92
3432,0.45,0.20,1.00,0.20,0.48,0.36,0.10,0.20,0.45,0.45,0.59,0.41,0.93,0.21,0.45,0.92
3433,0.48,0.27,0.77,0.35,0.37,0.38,0.37,0.10,0.54,0.28,0.61,0.35,1.00,0.29,0.46,0.92
896,0.51,0.83,0.90,0.50,0.62,0.43,0.14,0.50,0.57,0.79,0.10,0.74,0.28,0.33,1.00,0.92
2198,0.74,0.48,0.81,0.40,0.40,0.51,0.56,0.80,0.68,0.38,1.00,0.76,0.67,0.10,0.59,0.92
1220,0.54,0.67,0.77,0.41,0.48,0.58,0.56,0.19,0.54,0.18,1.00,0.33,0.97,0.10,0.72,0.92
294,0.65,0.62,0.80,0.27,0.71,0.22,0.13,0.69,0.54,0.47,0.10,0.56,0.19,0.42,1.00,0.92
1217,0.76,1.00,0.79,0.51,0.48,0.59,0.60,0.39,0.73,0.56,0.88,0.10,0.77,0.77,0.97,0.92
2487,0.45,0.13,1.00,0.51,0.45,0.27,0.10,0.11,0.64,0.54,0.50,0.36,0.47,0.41,0.48,0.92
170,0.84,0.62,0.86,0.39,0.58,0.67,0.52,0.76,0.67,0.42,0.66,1.00,0.80,0.10,0.44,0.92
1911,0.44,0.30,0.98,0.61,0.67,0.32,0.12,0.48,1.00,0.66,0.10,0.61,0.32,0.58,0.86,0.92
38,0.72,0.89,0.77,0.68,0.81,0.55,0.41,0.82,0.85,0.45,0.35,0.75,0.10,0.61,1.00,0.92
65,0.24,0.86,0.65,0.34,0.65,0.50,0.41,1.00,0.66,0.30,0.41,0.25,0.46,0.10,0.59,0.92
1935,0.62,0.59,0.82,0.57,0.75,0.47,1.00,0.56,0.81,0.65,0.54,0.10,0.30,0.59,0.77,0.92
857,0.69,0.75,0.64,0.66,0.90,0.93,1.00,0.89,0.78,0.50,0.79,0.10,0.75,0.49,0.95,0.92
1040,0.62,1.00,0.82,0.33,0.66,0.77,0.97,0.79,0.43,0.71,0.95,0.51,0.73,0.10,0.74,0.92
1824,0.52,0.10,1.00,0.28,0.31,0.21,0.22,0.40,0.68,0.59,0.29,0.70,0.73,0.14,0.51,0.92
2008,0.75,1.00,0.70,0.10,0.29,0.27,0.67,0.62,0.51,0.24,0.33,0.26,0.69,0.26,0.73,0.92
1973,0.39,0.34,1.00,0.18,0.38,0.48,0.17,0.10,0.52,0.48,0.39,0.47,0.98,0.25,0.44,0.92
152,0.60,0.50,0.80,0.39,0.42,0.46,0.31,0.10,0.57,0.39,0.68,0.37,1.00,0.50,0.54,0.92
1787,0.75,0.58,0.55,0.36,0.37,0.45,1.00,0.75,0.90,0.24,0.80,0.37,0.64,0.10,0.98,0.92
1997,0.52,0.99,0.38,0.10,0.56,0.55,0.29,0.69,0.57,0.32,0.49,0.29,0.53,0.25,1.00,0.92
1789,0.72,0.47,0.96,0.29,0.14,0.22,0.57,0.24,0.73,0.10,0.56,0.31,1.00,0.45,0.84,0.92
2859,0.48,0.90,0.92,0.11,0.43,0.35,0.57,0.45,0.60,0.10,0.76,0.39,1.00,0.60,0.82,0.92
991,0.62,0.94,0.77,0.10,0.81,0.90,0.28,1.00,0.56,0.58,0.26,0.36,0.38,0.20,0.70,0.92
1794,0.67,0.45,0.54,0.61,0.44,0.45,1.00,0.10,0.76,0.51,0.36,0.39,0.74,0.17,1.00,0.92
2976,0.36,0.10,0.98,0.63,0.83,0.59,0.46,0.54,1.00,0.79,0.23,0.46,0.80,0.26,0.49,0.92
2338,0.10,0.66,0.81,0.56,0.91,1.00,0.32,0.72,0.63,0.56,0.44,0.77,0.90,0.34,0.86,0.92
3026,0.41,0.76,0.71,0.39,0.72,0.68,1.00,0.66,0.93,0.37,0.46,0.10,0.36,0.25,0.66,0.92
1706,0.83,0.81,0.89,0.13,0.47,0.49,0.33,0.62,0.34,0.39,0.71,0.49,1.00,0.10,0.53,0.92
2272,0.57,0.31,0.91,0.41,0.34,0.31,0.28,0.10,0.64,0.17,0.47,0.63,1.00,0.33,0.67,0.92
3056,0.75,0.90,0.41,0.40,0.62,0.42,0.51,0.62,0.82,0.59,0.64,0.10,0.25,0.16,1.00,0.92
3063,0.24,0.24,1.00,0.10,0.37,0.27,0.34,0.25,0.77,0.30,0.46,0.44,0.79,0.10,0.32,0.92
2627,0.79,0.38,1.00,0.43,0.60,0.27,0.59,0.10,0.84,0.36,0.47,0.11,0.25,0.64,0.72,0.92
3045,0.68,0.51,0.89,0.46,0.43,0.35,0.30,0.10,0.61,0.23,0.73,0.42,1.00,0.58,0.69,0.92
1703,0.76,0.84,0.71,0.33,0.74,0.46,0.16,0.76,0.60,0.55,0.10,0.30,0.13,0.29,1.00,0.92
549,0.99,1.00,0.82,0.28,0.79,0.64,0.10,0.99,0.68,0.26,0.66,0.77,0.85,0.27,0.69,0.92
17,0.64,0.79,0.64,0.10,0.65,0.63,0.44,1.00,0.63,0.46,0.18,0.33,0.31,0.25,0.76,0.92
6,0.86,0.56,0.68,0.28,0.55,0.53,0.57,0.76,0.59,0.58,1.00,0.86,0.65,0.10,0.69,0.92
3066,0.55,0.60,0.97,0.70,0.59,0.66,0.71,0.32,0.67,0.10,1.00,0.83,0.96,0.19,0.71,0.92
98,0.70,0.75,0.74,0.22,0.67,0.34,0.10,0.12,0.51,0.45,0.62,0.64,0.46,0.48,1.00,0.92
1817,0.73,1.00,0.65,0.23,0.47,0.66,0.43,0.10,0.51,0.38,0.72,0.41,0.66,0.56,0.88,0.92
1840,0.57,0.45,1.00,0.63,0.47,0.43,0.10,0.27,0.55,0.69,0.31,0.83,0.60,0.38,0.65,0.92
2638,0.33,0.33,0.78,0.57,0.17,0.10,0.29,0.52,0.70,0.48,0.51,0.66,0.62,0.26,1.00,0.92
940,0.70,0.70,0.89,0.83,0.55,0.28,0.10,0.62,0.60,0.79,0.29,0.79,0.49,0.50,1.00,0.92
1701,0.55,0.53,0.92,0.84,0.67,0.38,0.16,0.61,1.00,0.60,0.10,0.93,0.38,0.39,0.91,0.92
1700,0.45,0.57,0.54,0.64,0.48,0.19,0.41,0.34,0.74,0.18,0.49,0.10,0.76,0.45,1.00,0.92
1998,0.64,0.74,0.44,0.38,0.31,0.23,0.40,0.38,0.70,0.10,0.49,0.24,0.39,0.42,1.00,0.92
1696,0.60,1.00,0.75,0.35,0.41,0.32,0.10,0.38,0.46,0.43,0.19,0.48,0.42,0.45,0.74,0.92
93,0.84,0.82,0.92,0.20,0.78,0.71,0.29,0.81,0.74,1.00,0.37,0.43,0.10,0.13,0.78,0.92
1179,0.39,1.00,0.74,0.21,0.65,0.94,0.77,0.49,0.56,0.15,0.77,0.25,0.80,0.10,0.59,0.91
1507,0.66,0.76,0.41,0.42,0.35,0.33,0.45,0.10,0.60,0.36,0.62,0.33,0.53,0.52,1.00,0.91
1212,0.56,0.24,0.84,0.37,0.46,0.27,0.30,0.10,1.00,0.17,0.85,0.14,0.98,0.38,0.77,0.91
1464,0.32,0.25,0.67,0.33,0.34,0.45,0.38,0.10,0.41,0.21,0.48,0.30,1.00,0.13,0.52,0.91
1199,0.58,0.30,1.00,0.33,0.37,0.36,0.28,0.10,0.67,0.25,0.88,0.55,0.78,0.15,0.44,0.91
3260,0.32,0.24,0.87,0.22,0.37,0.29,0.12,0.10,0.44,0.34,0.32,0.42,1.00,0.18,0.46,0.91
1322,0.59,0.71,0.79,0.22,1.00,0.89,0.32,0.98,0.74,0.79,0.20,0.33,0.28,0.10,0.61,0.91
1471,0.58,0.38,1.00,0.74,0.51,0.27,0.61,0.10,0.67,0.48,0.39,0.22,0.51,0.67,0.56,0.91
1336,0.77,0.67,0.51,0.10,0.59,0.61,0.88,0.68,0.62,0.20,0.94,0.28,0.92,0.15,1.00,0.91
1473,0.62,0.80,0.88,0.40,0.49,0.34,0.60,0.59,0.76,0.18,0.46,0.10,0.51,0.96,1.00,0.91
3254,0.79,0.79,0.72,0.25,0.45,0.32,0.10,0.14,0.28,0.36,0.57,0.38,1.00,0.32,0.77,0.91
3455,0.68,0.26,0.60,0.17,0.69,0.47,0.50,0.33,1.00,0.24,0.34,0.37,0.10,0.26,0.52,0.91
