,Knowledge representation and reasoning_CKAI_01,Machine learning_CKAI_02,Deep learning_CKAI_03,Data mining_CKAI_04,Automated planning and scheduling_CKAI_05,Information retrieval_CKAI_06,Computer vision_CKAI_07,Affective computing_CKAI_08,Intelligent agent_CKAI_09,Machine perception_CKAI_10,Natural language processing_CKAI_11,Speech recognition_CKAI_12,Robotics_CKAI_13,Commonsense knowledge_CKAI_14,Computer science_CKAI_16,Master_Similarity
1002,0.57,0.55,1.00,0.69,0.70,0.65,0.13,0.54,0.52,0.88,0.44,0.56,0.83,0.10,0.72,0.88
1327,0.69,0.85,0.85,0.57,0.44,0.54,0.67,0.57,0.58,0.10,0.96,0.45,1.00,0.47,0.85,0.88
418,0.78,0.91,0.88,0.54,0.65,0.53,0.22,0.59,0.65,0.60,0.10,0.23,0.23,0.44,1.00,0.88
1073,0.85,0.48,0.96,0.73,0.94,0.92,0.89,0.44,0.75,0.52,1.00,0.89,0.97,0.10,0.76,0.88
1125,0.52,0.66,0.60,0.48,0.52,0.27,0.52,0.57,0.85,0.10,0.55,0.15,0.73,0.42,1.00,0.88
1320,0.52,0.74,0.95,0.48,0.51,0.32,0.54,0.33,1.00,0.25,0.72,0.10,0.97,0.25,0.77,0.88
2368,0.48,1.00,0.78,0.38,0.52,0.33,0.24,0.49,0.51,0.17,0.41,0.34,0.62,0.10,0.97,0.88
616,0.49,0.88,1.00,0.48,0.85,0.43,0.22,0.56,0.70,0.52,0.40,0.10,0.69,0.46,0.98,0.88
684,0.64,0.94,0.47,0.56,0.98,0.73,0.20,0.10,1.00,0.44,0.46,0.39,0.79,0.50,0.88,0.88
3336,0.23,0.55,0.12,0.14,0.38,0.41,0.49,1.00,0.63,0.15,0.36,0.22,0.40,0.10,0.66,0.88
586,0.54,0.28,0.47,0.31,0.69,0.61,0.31,0.83,0.48,0.51,1.00,0.35,0.79,0.10,0.44,0.88
393,0.62,0.22,0.59,0.56,0.46,0.10,0.57,0.41,1.00,0.27,0.72,0.73,0.44,0.22,0.45,0.88
1351,0.55,0.10,0.65,0.44,0.85,0.54,0.74,0.83,1.00,0.28,0.72,0.51,0.53,0.27,0.56,0.88
85,0.36,0.78,0.84,0.33,0.60,0.42,0.25,0.53,0.68,0.10,0.59,0.51,1.00,0.14,0.64,0.88
1987,0.55,0.55,0.87,0.76,0.39,0.76,0.78,0.41,0.59,0.40,1.00,0.90,0.67,0.10,0.45,0.88
1359,0.59,0.47,0.44,0.27,0.60,0.68,0.77,0.59,0.59,0.31,1.00,0.44,0.86,0.10,0.69,0.88
914,0.64,0.55,0.65,0.43,0.86,0.64,0.18,0.86,0.71,0.75,0.31,0.10,0.32,0.35,1.00,0.88
45,0.39,0.51,0.94,0.54,0.66,0.47,0.36,0.33,1.00,0.60,0.10,0.30,0.31,0.35,0.56,0.88
2918,0.49,0.53,0.77,0.26,0.56,0.58,0.50,0.34,0.64,0.39,0.43,0.55,1.00,0.10,0.47,0.88
301,0.76,1.00,0.78,0.62,0.33,0.44,0.75,0.10,0.94,0.21,0.80,0.49,0.89,0.39,0.90,0.87
998,0.68,0.55,0.80,0.51,0.74,0.80,0.92,0.54,0.84,0.10,0.71,1.00,0.71,0.16,0.62,0.87
1433,0.37,1.00,0.29,0.10,0.26,0.42,0.38,0.83,0.24,0.17,0.52,0.52,0.60,0.14,0.62,0.87
1719,0.38,0.40,1.00,0.51,0.69,0.46,0.30,0.72,0.58,0.68,0.10,0.18,0.51,0.18,0.38,0.87
623,0.85,0.83,0.80,0.70,0.62,0.66,0.77,0.10,0.76,0.58,0.66,0.51,0.77,0.59,1.00,0.87
1541,0.24,0.38,0.25,0.23,0.37,0.54,0.39,1.00,0.33,0.27,0.33,0.50,0.19,0.10,0.22,0.87
342,0.47,0.84,1.00,0.49,0.71,0.74,0.10,0.50,0.70,0.88,0.12,0.15,0.48,0.20,0.70,0.87
3279,0.34,0.83,0.45,0.10,0.36,0.51,0.24,0.62,0.64,0.11,0.61,0.40,1.00,0.24,0.51,0.87
3039,0.55,0.52,1.00,0.65,0.80,0.56,0.42,0.51,0.75,0.69,0.56,0.10,0.79,0.58,0.83,0.87
2283,0.95,0.57,0.66,0.60,0.30,0.33,0.37,0.54,0.64,0.10,0.63,1.00,0.67,0.26,0.41,0.87
874,0.56,0.74,0.33,0.10,0.28,0.75,0.60,1.00,0.51,0.39,0.53,0.96,0.30,0.10,0.60,0.87
3115,0.50,0.51,0.15,0.24,0.66,0.24,0.64,0.91,1.00,0.21,0.50,0.10,0.20,0.12,0.87,0.87
852,0.35,0.51,0.27,0.15,0.45,0.50,0.29,1.00,0.28,0.38,0.16,0.28,0.25,0.10,0.48,0.87
1237,0.78,0.57,0.58,0.36,0.76,1.00,0.80,0.51,0.52,0.76,0.17,0.70,0.30,0.10,0.26,0.87
2921,0.69,0.44,0.63,0.61,0.34,0.39,0.97,0.38,1.00,0.30,0.75,0.10,0.72,0.47,0.58,0.87
64,0.57,0.73,0.67,0.66,1.00,0.69,0.45,0.23,0.64,0.88,0.77,0.29,0.10,0.39,0.86,0.87
1078,0.31,0.53,0.54,1.00,0.41,0.34,0.85,0.37,0.68,0.38,0.42,0.39,0.10,0.49,0.43,0.87
946,0.23,0.44,0.30,0.31,0.43,0.35,0.30,1.00,0.32,0.25,0.10,0.11,0.25,0.23,0.27,0.87
1276,0.80,1.00,0.67,0.10,0.46,0.25,0.13,0.70,0.47,0.30,0.55,0.22,0.48,0.42,0.84,0.87
1654,0.46,0.55,0.61,0.52,0.54,0.33,0.41,1.00,0.60,0.12,0.39,0.10,0.74,0.43,0.82,0.87
806,0.51,0.64,0.85,0.51,1.00,0.66,0.27,0.91,0.66,0.68,0.10,0.11,0.24,0.34,0.77,0.87
1978,0.43,0.66,0.34,0.12,0.36,0.31,0.38,1.00,0.31,0.23,0.31,0.10,0.31,0.19,0.65,0.87
2148,0.22,0.41,0.31,0.19,0.45,0.40,0.35,1.00,0.27,0.37,0.19,0.19,0.25,0.10,0.33,0.87
2671,0.31,0.41,0.96,0.74,0.61,0.21,0.61,1.00,0.69,0.77,0.77,0.10,0.44,0.45,0.81,0.87
3132,0.81,0.95,0.72,0.41,0.69,0.69,0.10,1.00,0.56,0.38,0.15,0.52,0.23,0.42,0.98,0.87
957,0.69,0.68,0.63,0.51,0.72,0.50,0.21,0.99,0.66,0.38,0.10,0.36,0.21,0.43,1.00,0.87
1264,0.59,0.38,0.23,0.42,0.48,0.10,0.53,0.61,0.76,0.66,0.58,0.25,0.25,0.19,1.00,0.87
1610,0.71,0.70,0.32,0.14,0.79,0.89,0.67,0.99,0.56,0.54,0.46,1.00,0.20,0.10,0.73,0.87
1695,0.37,0.95,0.61,0.15,0.59,0.50,0.26,1.00,0.29,0.41,0.40,0.25,0.87,0.10,0.75,0.87
23,0.77,0.91,0.41,0.19,0.51,0.45,0.10,1.00,0.37,0.49,0.56,0.33,0.99,0.50,0.75,0.87
1368,0.52,0.74,1.00,0.58,0.50,0.38,0.45,0.44,0.57,0.43,0.68,0.10,0.92,0.40,0.80,0.87
1252,0.77,0.54,0.72,0.76,0.30,0.10,1.00,0.26,0.81,0.46,0.77,0.63,0.61,0.36,0.65,0.87
920,0.85,0.55,1.00,0.79,0.15,0.15,0.42,0.63,0.58,0.66,0.42,0.89,0.26,0.10,0.36,0.87
1479,0.70,0.54,0.47,0.49,0.37,0.43,0.37,0.39,0.41,0.20,0.44,1.00,0.44,0.10,0.17,0.87
2521,0.59,0.79,0.75,0.91,0.22,0.66,0.62,0.71,0.15,0.64,0.68,1.00,0.76,0.10,0.53,0.87
3418,0.53,1.00,0.23,0.10,0.29,0.42,0.35,0.80,0.26,0.34,0.36,0.38,0.71,0.28,0.74,0.87
3178,0.33,0.84,0.87,0.33,0.10,0.51,0.83,0.87,1.00,0.92,0.78,0.64,0.85,0.84,0.86,0.87
646,1.00,0.53,0.63,0.39,0.34,0.26,0.16,0.50,0.59,0.30,0.64,0.82,0.50,0.10,0.64,0.87
409,0.80,0.88,0.83,0.77,0.56,0.74,1.00,0.10,0.83,0.42,0.66,0.80,0.86,0.61,0.79,0.87
535,0.44,0.47,0.43,1.00,0.62,0.69,0.90,0.43,0.56,0.54,0.37,0.42,0.10,0.47,0.42,0.87
1591,0.74,0.71,0.63,0.44,0.65,0.38,0.14,0.63,0.65,0.37,0.28,0.20,0.10,0.30,1.00,0.87
2731,0.80,0.34,0.47,0.41,0.75,0.51,0.93,1.00,0.70,0.16,0.98,0.72,0.82,0.36,0.10,0.87
1879,0.83,0.41,1.00,0.40,0.58,0.34,0.28,0.44,0.66,0.44,0.62,0.56,0.88,0.10,0.47,0.87
1147,1.00,0.92,0.73,0.41,0.24,0.10,0.33,0.53,0.51,0.25,0.83,0.66,0.33,0.27,0.81,0.87
2802,0.56,0.68,0.54,0.52,0.58,0.42,0.27,0.69,0.58,0.47,0.10,0.29,0.18,0.43,1.00,0.87
3216,0.81,1.00,0.64,0.48,0.52,0.55,0.23,0.69,0.44,0.35,0.10,0.67,0.20,0.44,0.89,0.87
95,0.28,0.17,0.33,0.38,0.86,0.52,0.38,1.00,0.61,0.49,0.32,0.20,0.38,0.10,0.17,0.87
872,0.67,0.49,0.56,0.62,0.43,0.56,0.34,0.59,0.58,0.10,0.60,1.00,0.37,0.29,0.56,0.87
1701,0.55,0.53,0.92,0.86,0.67,0.38,0.16,0.61,1.00,0.60,0.10,0.60,0.38,0.39,0.91,0.87
446,0.69,0.64,1.00,0.56,0.68,0.52,0.33,0.54,0.61,0.75,0.10,0.54,0.36,0.53,0.76,0.87
1005,0.55,0.66,1.00,0.66,0.97,0.63,0.22,0.77,0.76,0.71,0.10,0.23,0.35,0.44,0.89,0.87
3441,0.55,0.59,0.77,0.24,1.00,0.63,0.42,0.78,0.80,0.82,0.10,0.18,0.55,0.28,0.90,0.87
3402,0.52,0.77,0.81,0.47,0.45,0.32,0.87,0.77,0.79,0.61,0.10,0.25,0.13,0.40,1.00,0.87
129,0.51,0.65,0.38,0.20,0.67,1.00,0.51,0.48,0.42,0.42,0.51,0.54,0.13,0.10,0.47,0.87
1431,0.35,0.35,0.29,0.10,0.52,0.26,0.41,1.00,0.38,0.40,0.17,0.21,0.19,0.10,0.36,0.87
2214,0.34,0.35,0.35,0.15,0.61,0.27,0.40,1.00,0.43,0.33,0.10,0.18,0.21,0.13,0.27,0.87
961,0.78,0.90,0.54,0.35,0.38,0.28,0.10,0.56,0.44,0.43,0.27,0.31,0.35,0.17,1.00,0.87
2568,0.65,0.31,0.47,0.53,0.52,0.41,0.77,0.47,0.91,0.44,0.81,0.28,0.64,0.10,1.00,0.87
2212,0.47,0.38,0.35,0.24,0.98,0.92,0.59,1.00,0.79,0.56,0.29,0.33,0.12,0.10,0.30,0.87
1251,0.72,0.76,1.00,0.56,0.35,0.34,0.58,0.48,0.67,0.10,0.93,0.78,0.92,0.15,0.66,0.87
2758,0.61,0.56,0.67,0.63,0.60,0.39,0.74,0.93,0.69,0.75,0.66,0.10,0.63,0.90,1.00,0.87
1631,0.26,0.40,0.19,0.21,0.48,0.43,0.71,1.00,0.62,0.27,0.10,0.25,0.16,0.10,0.26,0.87
2256,0.27,0.32,0.25,0.26,0.45,0.38,0.33,1.00,0.42,0.36,0.18,0.19,0.10,0.23,0.37,0.87
718,0.63,0.54,0.96,0.68,0.85,0.68,0.32,0.89,0.85,0.81,0.33,0.10,0.29,0.58,1.00,0.87
2211,0.53,0.31,1.00,0.33,0.72,0.46,0.32,0.54,0.79,0.52,0.54,0.17,0.78,0.10,0.49,0.87
3333,0.23,0.43,0.29,0.25,0.40,0.34,0.29,1.00,0.32,0.20,0.24,0.10,0.19,0.19,0.37,0.87
757,0.43,0.56,0.53,0.10,0.31,0.37,1.00,0.65,0.39,0.50,0.54,0.38,0.35,0.11,0.57,0.87
1333,0.60,0.52,0.85,0.55,0.81,0.67,0.34,0.89,0.79,0.79,0.10,0.55,0.22,0.30,1.00,0.87
350,0.58,0.35,1.00,0.54,0.83,0.62,0.54,0.56,0.78,0.74,0.47,0.10,0.77,0.51,0.58,0.87
12,0.38,0.53,1.00,0.45,0.52,0.50,0.42,0.96,0.63,0.70,0.10,0.31,0.73,0.40,0.69,0.87
2606,0.50,0.37,1.00,0.50,0.65,0.51,0.43,0.50,0.87,0.63,0.32,0.10,0.56,0.42,0.65,0.87
2973,0.48,0.89,0.52,0.10,0.65,0.97,0.19,0.42,0.62,0.50,1.00,0.52,0.84,0.28,0.45,0.87
3367,0.60,0.67,0.66,0.34,0.46,0.54,0.69,0.25,1.00,0.20,0.57,0.10,0.68,0.39,0.81,0.87
1744,0.67,0.91,0.64,0.10,0.59,0.57,0.47,0.62,0.45,0.64,0.59,0.34,0.91,0.47,1.00,0.87
3011,0.36,0.59,0.48,0.23,0.74,0.57,0.61,0.51,0.59,0.42,0.80,0.40,0.56,0.10,1.00,0.87
3385,0.23,0.45,0.28,0.25,0.39,0.31,0.19,1.00,0.33,0.17,0.24,0.10,0.26,0.23,0.32,0.87
1843,0.86,0.90,0.52,0.33,0.28,0.53,0.40,0.48,0.36,0.17,1.00,0.39,0.89,0.10,0.61,0.87
2520,0.64,0.52,0.23,0.10,0.69,1.00,0.37,0.79,0.63,0.61,0.33,0.28,0.10,0.28,0.32,0.87
2970,0.69,0.51,0.67,0.53,0.93,0.86,0.67,0.85,0.70,1.00,0.45,0.17,0.10,0.50,0.93,0.87
536,0.75,0.68,0.46,0.14,0.49,0.29,0.55,0.51,0.52,0.54,0.77,0.14,0.63,0.10,1.00,0.87
942,1.00,0.64,0.75,0.67,0.10,0.12,0.80,0.62,0.63,0.28,0.84,0.51,0.70,0.42,0.79,0.87
2673,0.67,0.70,0.69,0.62,0.64,0.52,0.19,0.84,0.57,0.98,0.18,0.40,0.10,0.43,1.00,0.87
3440,0.46,0.86,0.44,0.28,0.66,0.64,0.68,1.00,0.51,0.29,0.20,0.10,0.12,0.56,0.69,0.87
3299,0.38,0.53,0.50,0.25,0.69,0.50,0.27,1.00,0.56,0.23,0.11,0.19,0.10,0.14,0.58,0.87
656,0.66,0.80,0.81,0.69,0.62,0.47,0.16,0.63,0.61,0.55,0.10,0.38,0.32,0.54,1.00,0.87
3017,0.59,0.72,1.00,0.60,0.74,0.70,0.20,0.54,0.70,0.69,0.10,0.10,0.64,0.38,0.78,0.87
2645,0.59,0.77,0.94,0.31,0.72,0.55,0.58,0.52,0.83,0.16,0.85,0.41,1.00,0.10,0.99,0.87
1952,0.39,0.60,1.00,0.43,0.56,0.41,0.50,0.32,0.80,0.58,0.84,0.10,0.70,0.37,0.75,0.87
2365,0.48,0.38,1.00,0.53,0.67,0.50,0.36,0.52,0.50,0.75,0.15,0.51,0.49,0.10,0.41,0.87
1674,0.69,0.47,0.76,0.59,0.73,0.87,0.96,0.61,0.84,0.10,0.76,1.00,0.77,0.28,0.53,0.87
3258,0.78,0.72,0.36,0.16,0.39,0.57,0.40,0.66,0.37,0.24,0.54,1.00,0.60,0.10,0.53,0.87
2285,0.47,0.10,0.62,0.63,1.00,0.96,0.67,0.91,0.96,0.88,0.66,0.55,0.90,0.39,0.34,0.87
321,0.56,0.57,0.86,0.74,0.74,0.42,0.18,0.59,1.00,0.56,0.10,0.38,0.36,0.50,0.94,0.87
2828,0.53,0.55,0.71,0.51,0.89,0.61,0.41,0.75,0.66,1.00,0.10,0.30,0.29,0.34,0.94,0.87
941,0.59,0.69,0.63,0.72,0.37,0.96,0.55,0.47,0.63,0.50,0.83,1.00,0.10,0.38,0.68,0.87
303,0.56,0.37,0.76,0.78,0.40,0.60,0.37,0.66,0.61,0.22,0.57,1.00,0.54,0.10,0.51,0.87
2542,0.59,0.82,0.55,0.87,0.53,0.47,0.83,0.43,0.75,0.64,0.40,0.80,0.10,0.72,1.00,0.87
501,0.91,0.75,0.77,0.69,0.53,0.10,0.71,0.33,0.67,0.27,0.51,0.50,0.59,0.44,1.00,0.87
692,0.84,0.49,0.53,0.47,0.44,0.59,0.52,0.40,0.48,0.22,0.66,1.00,0.49,0.10,0.42,0.87
511,0.92,0.95,0.52,0.48,0.39,0.50,0.51,0.45,0.55,0.10,0.91,0.76,0.71,0.35,1.00,0.87
2643,0.10,0.62,0.42,0.19,0.31,0.38,0.19,1.00,0.64,0.23,0.32,0.33,0.58,0.14,0.69,0.87
770,0.82,0.94,0.85,0.67,0.42,0.36,0.99,0.44,0.59,0.10,0.81,0.62,1.00,0.26,0.91,0.87
2761,0.52,0.39,0.30,0.74,0.57,0.69,0.71,0.64,0.66,0.19,1.00,0.73,0.57,0.10,0.82,0.87
2263,0.41,0.31,0.25,0.30,0.58,0.64,0.67,1.00,0.39,0.46,0.57,0.26,0.12,0.10,0.50,0.87
2861,0.58,0.76,0.38,0.21,0.72,1.00,0.45,0.93,0.32,0.40,0.62,0.10,0.24,0.16,0.68,0.87
1157,0.42,0.34,0.28,0.10,0.60,0.45,0.59,0.83,1.00,0.21,0.73,0.13,0.29,0.36,0.56,0.87
3378,0.63,0.71,0.61,0.63,0.47,0.47,0.40,0.10,0.58,0.49,1.00,0.40,0.63,0.59,0.65,0.87
3001,0.63,0.53,1.00,0.42,0.89,0.55,0.44,0.76,0.60,0.43,0.10,0.34,0.29,0.15,0.75,0.87
265,0.36,0.43,0.76,0.44,0.64,0.57,0.37,0.49,0.73,1.00,0.10,0.22,0.20,0.16,0.53,0.87
113,0.76,0.84,0.71,0.37,0.75,0.46,0.16,0.77,0.60,0.55,0.10,0.23,0.13,0.29,1.00,0.87
1373,0.72,0.96,0.69,0.28,0.85,1.00,0.18,0.96,0.48,0.45,0.27,0.10,0.25,0.33,0.75,0.87
1811,0.29,0.39,0.48,0.45,0.68,0.77,0.79,1.00,0.49,0.83,0.24,0.32,0.15,0.15,0.10,0.87
3107,0.76,0.75,0.44,0.62,0.41,0.68,0.73,0.45,0.63,0.18,1.00,0.92,1.00,0.10,0.84,0.87
1703,0.76,0.84,0.71,0.37,0.74,0.46,0.16,0.76,0.60,0.55,0.10,0.23,0.13,0.29,1.00,0.87
417,0.39,0.47,0.37,0.32,0.59,0.44,0.29,1.00,0.37,0.27,0.27,0.15,0.10,0.33,0.59,0.87
2749,0.26,0.29,0.57,0.28,0.45,0.40,0.76,0.53,1.00,0.38,0.24,0.10,0.28,0.26,0.41,0.87
1335,0.82,0.79,0.72,0.54,0.52,0.30,0.10,0.52,0.59,0.36,0.30,0.27,0.25,0.36,1.00,0.87
2506,0.82,0.54,0.29,0.15,0.87,0.72,0.48,0.99,0.80,0.36,0.36,0.27,0.35,0.10,1.00,0.87
1739,0.52,0.73,0.23,0.24,0.61,0.80,0.55,0.74,0.51,0.31,1.00,0.10,0.38,0.23,0.88,0.87
2139,0.48,0.67,0.90,0.46,0.73,0.48,0.26,1.00,0.58,0.27,0.46,0.10,0.82,0.42,0.90,0.87
1266,0.54,0.59,0.27,0.16,0.37,0.47,0.33,1.00,0.32,0.24,0.24,0.58,0.10,0.13,0.51,0.87
1618,0.26,0.39,0.74,0.74,0.54,0.68,1.00,0.70,0.74,0.41,0.50,0.10,0.74,0.49,0.44,0.87
2996,0.31,0.51,0.33,0.24,0.45,0.49,0.17,1.00,0.28,0.41,0.13,0.36,0.10,0.14,0.41,0.87
163,0.69,0.82,0.51,0.30,0.35,0.64,0.58,0.41,0.47,0.19,0.74,1.00,0.82,0.10,0.49,0.87
3129,0.76,0.63,0.55,0.65,0.41,0.27,0.57,0.52,0.77,0.36,0.76,0.10,0.56,0.73,1.00,0.87
2450,0.34,0.77,0.10,0.42,0.49,0.48,0.94,0.88,0.33,0.42,1.00,0.21,0.60,0.28,0.77,0.87
2572,0.77,0.57,0.73,0.48,0.31,0.48,0.48,0.47,0.56,0.19,0.64,1.00,0.74,0.10,0.56,0.87
2202,0.55,0.67,0.68,0.70,0.37,0.21,0.54,0.47,0.76,0.18,0.81,0.10,0.72,0.31,1.00,0.87
816,0.74,0.79,0.72,0.45,0.55,0.30,0.10,0.56,0.59,0.37,0.27,0.20,0.23,0.31,1.00,0.87
3220,0.43,1.00,0.85,0.48,0.59,0.35,0.49,0.44,0.50,0.40,0.29,0.10,0.63,0.63,0.82,0.87
824,0.54,0.51,0.47,0.54,0.39,0.21,0.59,0.59,0.71,0.24,0.60,0.10,0.57,0.44,1.00,0.87
3166,0.28,0.30,0.43,0.10,0.41,0.55,0.43,1.00,0.52,0.50,0.34,0.67,0.41,0.14,0.31,0.87
200,0.69,0.49,0.89,0.50,0.58,0.54,0.48,0.27,1.00,0.17,0.74,0.97,0.61,0.10,0.39,0.87
1785,0.53,0.81,0.48,0.70,0.71,0.63,1.00,0.10,0.67,0.25,0.81,0.52,0.98,0.32,0.63,0.87
673,0.68,0.80,0.97,0.56,0.56,0.49,0.10,0.54,0.63,0.86,0.21,0.32,0.45,0.40,1.00,0.87
461,0.55,0.84,1.00,0.44,0.87,0.92,0.20,0.72,0.63,0.67,0.10,0.23,0.37,0.10,0.84,0.87
2651,0.15,0.96,0.27,0.29,0.50,0.37,0.68,1.00,0.40,0.12,0.31,0.14,0.10,0.34,0.51,0.87
1360,0.74,1.00,0.82,0.11,0.83,0.23,0.20,0.87,0.80,0.10,0.44,0.10,0.35,0.13,0.92,0.87
1605,0.59,0.53,1.00,0.63,0.53,0.44,0.29,0.26,0.48,0.59,0.30,0.71,0.55,0.10,0.46,0.87
2303,0.49,0.76,0.38,0.27,0.58,0.46,0.42,1.00,0.47,0.30,0.14,0.14,0.10,0.21,0.88,0.87
2350,0.32,0.33,0.89,0.87,0.59,0.33,0.70,0.88,1.00,0.32,0.54,0.10,0.47,0.70,0.44,0.87
556,0.55,0.69,1.00,0.59,0.47,0.45,0.46,0.53,0.97,0.64,0.10,0.64,0.20,0.54,0.90,0.87
947,0.36,0.35,0.28,0.10,0.59,0.27,0.41,1.00,0.43,0.39,0.15,0.18,0.16,0.11,0.36,0.87
1225,0.55,0.29,1.00,0.54,0.80,0.58,0.55,0.60,0.75,0.73,0.51,0.10,0.74,0.49,0.55,0.87
3322,0.57,0.78,0.49,0.33,0.37,0.37,0.59,0.30,0.65,0.46,0.72,0.10,0.51,0.47,1.00,0.87
1346,1.00,0.57,0.73,0.94,0.77,0.37,0.85,0.56,0.81,0.19,0.47,0.56,0.10,0.67,0.76,0.87
1084,0.56,0.93,0.74,0.10,0.48,0.21,0.36,0.59,0.92,0.29,0.25,0.13,0.46,0.25,1.00,0.87
3439,0.55,0.45,0.22,0.73,0.54,0.55,1.00,0.53,0.71,0.34,0.90,0.59,0.10,0.57,0.48,0.87
3223,0.91,0.60,1.00,0.69,0.44,0.65,0.41,0.42,0.88,0.10,0.84,0.96,0.67,0.40,0.57,0.87
1236,0.95,0.67,0.71,0.31,0.46,0.46,0.22,0.77,0.58,0.10,0.82,1.00,0.67,0.13,0.64,0.87
2213,0.96,1.00,0.78,0.47,0.66,0.63,0.10,0.98,0.34,0.14,0.29,0.72,0.61,0.40,0.78,0.87
479,0.74,0.71,0.63,0.64,0.55,0.19,0.49,0.73,0.59,0.36,0.35,0.11,0.10,0.57,1.00,0.87
3392,0.69,0.47,0.45,0.50,0.50,0.68,1.00,0.51,0.63,0.15,0.89,0.88,0.42,0.10,0.43,0.87
3196,0.38,0.48,0.79,0.40,0.81,1.00,0.45,0.50,0.59,0.90,0.27,0.31,0.37,0.10,0.35,0.87
666,0.46,0.49,0.37,0.20,0.63,0.40,0.35,1.00,0.31,0.13,0.51,0.10,0.34,0.22,0.59,0.87
2292,0.67,0.96,0.62,0.45,0.38,0.33,0.80,0.10,0.70,0.58,0.68,0.25,0.87,0.28,1.00,0.87
2630,0.45,0.42,0.76,0.60,0.68,0.53,0.44,0.69,0.82,1.00,0.10,0.28,0.24,0.40,0.84,0.87
1182,0.94,0.74,0.57,0.46,0.14,0.51,0.62,0.32,0.45,0.47,0.71,1.00,0.64,0.10,0.59,0.87
939,0.52,0.47,1.00,0.40,0.53,0.55,0.17,0.62,0.72,0.45,0.10,0.52,0.59,0.28,0.60,0.87
1194,0.52,0.50,0.83,0.40,0.46,0.41,0.31,0.31,0.56,0.40,0.58,0.40,1.00,0.10,0.52,0.87
2728,0.75,0.80,1.00,0.10,0.88,0.33,0.18,0.79,0.81,0.42,0.65,0.24,0.77,0.70,0.75,0.87
1889,0.29,0.35,1.00,0.66,0.69,0.41,0.26,0.61,0.75,0.65,0.10,0.45,0.37,0.30,0.33,0.87
2251,0.64,0.32,0.38,0.22,0.97,0.88,0.53,1.00,0.70,0.38,0.47,0.51,0.10,0.12,0.26,0.87
1419,0.81,0.66,0.37,0.17,0.32,0.48,0.28,1.00,0.31,0.32,0.42,0.76,0.18,0.10,0.60,0.87
2003,0.65,0.10,0.13,0.43,0.65,0.63,1.00,0.99,0.86,0.69,0.54,0.63,0.30,0.16,0.34,0.87
2732,0.38,0.42,0.85,0.72,0.82,0.83,1.00,0.61,0.66,0.35,0.68,0.79,0.80,0.10,0.69,0.87
1430,0.77,0.83,0.68,0.40,0.40,0.38,0.70,0.26,0.68,0.42,0.47,0.10,0.69,0.41,1.00,0.87
3272,0.78,0.76,0.81,0.68,0.65,0.82,0.47,0.45,0.89,0.10,0.67,0.78,0.97,0.55,1.00,0.87
205,0.36,0.47,0.35,0.36,0.26,0.19,1.00,0.33,0.47,0.24,0.36,0.34,0.27,0.10,0.35,0.87
372,0.78,0.51,1.00,0.87,0.55,0.57,0.47,0.10,0.79,0.68,0.78,0.62,0.86,0.38,0.66,0.87
1170,0.23,0.41,0.28,0.28,0.40,0.31,0.21,1.00,0.31,0.16,0.22,0.10,0.29,0.15,0.34,0.87
2407,0.61,0.39,0.74,0.25,0.34,0.15,0.21,0.61,1.00,0.10,0.21,0.24,0.31,0.24,0.42,0.87
169,0.58,0.39,0.65,0.53,0.35,0.21,0.49,0.59,1.00,0.35,0.51,0.10,0.63,0.67,0.75,0.87
1423,0.54,0.55,1.00,0.84,0.52,0.40,0.21,0.76,0.85,0.92,0.47,0.10,0.69,0.64,0.98,0.87
2863,0.66,0.48,0.32,0.30,0.85,1.00,0.15,0.60,0.76,0.65,0.41,0.32,0.12,0.10,0.67,0.87
580,1.00,0.91,0.56,0.38,0.42,0.36,0.48,0.10,0.63,0.12,0.67,0.68,0.76,0.27,0.61,0.87
1184,0.75,0.64,0.62,0.48,0.65,0.38,0.17,0.61,0.68,0.33,0.30,0.18,0.10,0.36,1.00,0.87
2482,0.64,0.53,0.39,0.41,0.31,0.51,0.31,0.57,0.31,0.37,0.47,1.00,0.48,0.10,0.55,0.87
2388,0.77,0.84,0.86,0.77,0.24,0.37,0.66,0.49,0.62,0.35,0.75,0.10,1.00,0.55,0.92,0.87
2429,0.50,0.95,0.85,0.37,0.68,0.51,0.19,0.77,0.49,0.89,0.10,0.21,0.41,0.32,1.00,0.87
1030,0.79,1.00,0.38,0.28,0.10,0.18,0.31,0.48,0.21,0.19,0.35,0.43,0.37,0.29,0.55,0.87
1596,0.67,0.38,0.77,0.58,0.49,0.57,0.59,0.53,0.58,0.48,1.00,1.00,0.91,0.10,0.39,0.87
2284,0.85,0.31,0.84,0.81,0.85,0.74,0.88,0.56,0.69,0.42,0.93,1.00,0.74,0.10,0.73,0.87
1799,0.66,0.51,0.62,0.28,0.43,0.66,0.20,0.69,0.43,0.29,0.56,1.00,0.54,0.10,0.23,0.87
3119,0.74,0.84,0.62,0.53,0.45,0.40,0.10,0.58,0.40,0.39,0.39,0.36,0.64,0.50,1.00,0.87
976,0.63,0.53,0.80,0.38,0.48,0.27,0.41,0.41,1.00,0.31,0.10,0.48,0.11,0.49,0.54,0.87
808,0.72,0.90,0.78,1.00,0.20,0.10,0.84,0.35,0.48,0.27,0.72,0.74,0.94,0.10,0.61,0.87
